Link,brand,volume,description,ingredients,how_to_use
https://www.caretobeauty.com/us/topicrem-mela-anti-dark-spot-instant-radiance-mask-50ml/,Topicrem,50ml,"Topicrem MELA Anti-Dark Spot Instant Radiance Mask 50ml (1.69 fl oz) is a specialized skincare solution designed to address dark spots, even those that are long-standing. Suitable for sensitive skin, this mask combines dark spot correction and dual exfoliation for quick radiance in 10 minutes. At the heart of this product is the MELA complex, which includes algae extract and niacinamide, to correct and prevent dark spots. The formulation also features gluconolactone and bamboo particles, contributing to the mask's dual exfoliation mechanism. This involves a gentle peeling process combined with a scrubbing action, working together to refine the skin texture. As a result, this mask helps reduce the appearance of dark spots, smooths the skin, and contributes to a uniform, luminous complexion.
Beyond its formula, the mask's texture is another highlight, featuring a fresh and pleasant gel-like consistency that contributes to a relaxing and enjoyable skincare experience. The gel mask texture not only feels great on the skin but also allows for simple application, effective exfoliation, and hassle-free rinsing. Its scent, a blend of floral, powdery, and musky notes with hints of blackcurrant, lotus, and vanilla, further enhances this sense of well-being. Overall, this mask offers a comprehensive approach to correcting dark spots and enhancing skin radiance, especially for those with sensitive skin.","Main Ingredients

MELA complex comprises niacinamide and algae extract with brightening and depigmenting properties;
Gluconolactone, a polyhydroxy acid, offers a gentle peeling action while bamboo particles provide a scrubbing action. They work to remove dead skin cells, promoting skin renewal, and enhancing the overall texture of the skin. As a result, the skin appears smoother, brighter, and more even-toned;
Glycerin is a well-known humectant, which means it attracts moisture and helps keep it locked into the skin. Therefore, it ensures that the skin remains hydrated and plump.","How to use
Apply a thick layer of Topicrem MELA Anti-Dark Spot Instant Radiance Mask 50ml (1.69 fl oz) to the face and neck, avoiding the eye area. Leave for 10 minutes. Then, moisten and massage with circular movements. Lastly, rinse thoroughly."
https://www.caretobeauty.com/us/skinfood-strawberry-sugar-food-mask-120g/,SKINFOOD,120g,"SKINFOOD Strawberry Sugar Food Mask 120g (4.23 oz) is an ideal face mask for exfoliating the skin, targeting congested and enlarged pores, and making the skin smoother. By doing this, it reduces breakouts, visibly reduces pores, and softens the skin.  
Its formula highlights strawberry and organic black sugar. So, the sugar granules and their natural glycolic acid help to remove dead skin cells, as well as to keep the skin hydrated and soft. In addition to this, strawberry seeds also contribute to the physical exfoliation obtained by massaging the product on the skin. Strawberry fruit extract also has antioxidant effects, soothes, and hydrates the skin. Additionally, salicylic acid removes dead skin cells on the surface and inside the pores, allowing for decongesting the pores and thus fighting blackheads and whiteheads. Finally, 5RG-Pore Eraser™ is an ingredient that reduces pore size. 
This mask is convenient for people who are short on time, thanks to its shower-proof texture, so it can be used in the shower without accidentally washing it off. Furthermore, it has a fresh strawberry scent, so it makes for 
a pleasant application. In conclusion, this product is suitable for you if you want to target breakouts, enlarged pores, and uneven skin texture.","Main Ingredients

Strawberry Fruit Extract is rich in antioxidants, such as vitamin C, and saccharides. So, it hydrates and protects the skin from free radical damage. It also soothes the skin due to the presence of ellagic acid;
36% Black Sugar contains many vitamins and minerals from sugarcane. It is a natural humectant that helps the skin attract and retain moisture. The sugar granules help to physically exfoliate the skin. In addition, it is a natural source of glycolic acid, further aiding in the removal of dead skin cells;
Salicylic Acid, also called a beta-hydroxy acid (BHA), is an oil-soluble acid. Due to this, it removes dead skin cells not only on the surface of the skin but also inside the pores. So, this makes it effective in refining the skin texture and reducing blackheads and whiteheads. It also has anti-inflammatory properties;
5RG-Pore Eraser™ is a complex of five extracts: tomato, carrot, licorice root, Centella asiatica and green tea, that soothes the skin and reduces the appearance of enlarged pores;
Pro-energetic™ complex is an ingredient that contains fermented roselle hibiscus flower extract, which smoothes the skin's texture, and dill extract, which helps to soothe irritated skin and is also an antioxidant.","How to use
First, apply a layer of SKINFOOD Strawberry Sugar Food Mask 120g (4.23 oz) onto previously cleansed skin of the entire face, or specific areas that need more pore refining and/or exfoliating. Avoid the eye and mouth areas. Massage the skin, using circular motions, to gently exfoliate it, focusing on areas with blackheads and uneven texture. Then, leave the mask on for 5 to 10 minutes. Finally, thoroughly rinse off the product to fully remove it from the skin, using lukewarm water."
https://www.caretobeauty.com/us/clarins-comfort-scrub-nourishing-oil-scrub-50ml/,Clarins,50ml,"Clarins Comfort Scrub Nourishing Oil Scrub has a gel-in-oil texture that, upon contact with water, transforms into a pleasant exfoliating cream. With sugar microcrystals made from beetroot it gently exfoliates and removes impurities from the surface of the skin. Because its formula is also enriched with both Glycerin and Mango this scrub has the ability to not only even the skin texture but also leave the skin deeply hydrated and nourished. It is, therefore, the perfect scrub for dry skin. While removing accumulated impurities and pollution particles, this oil scrub is packed with essential nutrients for dry skin providing suppleness and comfort to the skin and leaving you with a smoother, softer, and luminous complexion. But there's more, its gentle formula can also be applied on the lips. Removing the flaky skin, the lips become soft and smoother and your complexion naturally radiant.","Main Ingredients

Glycerin attracts water and binds it to the skin, keeping it hydrated and also shielded from environmental sources of irritation;
Irvingia gabonensis, also known as wild mango, is rich in fatty acids and will deeply nourish the skin providing suppleness and comfort.","How to use
Apply Clarins Comfort Scrub Nourishing Oil Scrub in the morning or evening, on moistened and previously cleansed skin. Without rubbing, gently massage the product in a circular motion, avoiding the eye area. Rinse thoroughly with water and proceed with your skincare routine as usual."
https://www.caretobeauty.com/us/filorga-oxygen-glow-super-perfecting-express-mask-75ml/,Filorga,75ml,"Filorga Oxygen-Glow Super-Perfecting Express Mask is a velvety express mask that perfects and boosts the skin's natural radiance in just 10 minutes. The key ingredients in this formula are the exclusive Super-Skin Boosting Factors, which combine an energizing oxygenation booster with hyaluronic acid and detoxifying L-enzyme. This unique combination re-energizes dull skin, re-plumps fine lines, and detoxifies the complexion, thus restoring its luminosity. This perfecting mask also contains gluconolactone, grape extract, and papain, three peeling-like ingredients that polish the complexion in order to reveal its inner beauty. After just one application, the skin is 97% more even, 93% smoother and more luminous, and 90% more detoxed.","Main Ingredients

Super-Skin Boosting Factors (energizing oxygenation booster + hyaluronic acid + detoxifying L-enzyme) minimize the appearance of skin imperfections such as enlarged pores, fine lines, and dullness;
Photoperfector HD Technology provides immediate radiance through both soft-focus agents and illuminating micro-particles;
Gluconolactone, grape extract, and papain provide a peeling effect, thus creating an express skin-evening action.","How to use
Apply a thick layer of Filorga Oxygen-Glow Super-Perfecting Express Mask to clean skin, on the entire face, neck and decollete. Leave on for 10 minutes, then remove with a damp cotton pad. May be used 7 nights in a row for an intensive, super-perfecting effect."
https://www.caretobeauty.com/us/too-cool-for-school-pumpkin-sleeping-pack/,Too Cool For School,30ml (1.01 fl oz),"Too Cool For School Pumpkin Sleeping Pack is a facial mask that works overnight to boost the skin with hydration and radiance. The texture is comfortable and rich, instantly replenishing the skin with comfort as you apply it. Suitable for dry to combination skin types, the formula not only provides moisture and nutrients but also exfoliates while you sleep.&nbsp;The star ingredient of the formula is Pumpkin extract. On one hand, this ingredient is rich in beta-carotene to add a natural glow and vitamin A to&nbsp;support the natural elasticity of the skin. On the other hand, this ingredient contains a pumpkin enzyme that, alongside other natural enzymes in the formula, gently exfoliates the skin. At the same time, the formula contains soothing ingredients such as Centella Asiatica extract and Green Tea extract, that help calm the skin. Equally important, Bamboo extract and Aloe Vera deliver hydration and help to soothe dry skin.&nbsp;
All in all, this mask works overnight to reveal smoother and glowing skin in the morning. After each use, the skin feels replenished with hydration and consequently, supple and healthy.","Main Ingredients

Pumpkin extract contains beta-carotene and vitamin A that add a natural glow and support skin elasticity. At the same time, it contains enzymes that gently exfoliate the skin;&nbsp;
Natural enzymes such as Papain and Bromelain exfoliate the skin by removing dead skin cells. Therefore, revealing a smoother and brighter complexion;
Bamboo extract and Aloe Vera hydrate the skin;
Centella Asiatica and Green Tea extracts have anti-inflammatory properties and therefore soothe the skin.&nbsp;","How to use
Apply a generous amount of&nbsp;Too Cool For School Pumpkin Sleeping Pack&nbsp;onto a clean, dry face, avoiding the eye and lip area. Leave it overnight and rinse it off the next morning."
https://www.caretobeauty.com/us/martiderm-essentials-pure-mask-cleaning-purifying-75ml/,Martiderm,75ml,"Martiderm Essentials Pure Mask&nbsp;is a sebo-regulating mask with a clay base that cleanses and mattifies the skin. With proteoglycans and collagen to boost skin hydration and firmness, it can also be used as part of an antiaging regime. Ideal for oily to combination skin prone to blemishes.","Main Ingredients

3% proteoglycans,&nbsp;5% Collagen and 3% Centella asiatica&nbsp;boost the hydration levels;
Hamamelis virginiana, Rosmarinus officinalis and Salicylic acid have an astringent action and regulate sebum production.","How to use
Apply 1-2 times a week a thin layer of&nbsp;Martiderm Essentials Pure Mask&nbsp;onto cleansed skin and let it sit for 10-15 minutes. Rinse with lukewarm water."
https://www.caretobeauty.com/us/dr-grandel-sensi-code-calming-mask-75ml/,DR. GRANDEL,75ml,"DR. GRANDEL Sensi [Code] Calming Mask 75ml (2.54fl oz) consists of a creamy facial mask specially designed to soothe, hydrate and strengthen sensitive, irritated and/or reddened skin. That said, this creamy texture adheres effortlessly to the skin, acting in just 15 minutes, leaving it smoother, comforted, and even visibly healthier. Namely, this range by DR. GRANDEL has a calming effect thanks to their active ingredient concept. They reduce redness, strengthen the skin barrier function and thus make sensitive skin more resistant to external influences. The result is a visibly soothed, strengthened complexion with signs of dryness and signs of aging prevented. Lastly, this mask also maintains the natural balance of the skin's microbiome, leaving the skin fully radiant and youthful when used regularly.
The composition of this product includes Hemp Seed Oil that offers a pleasantly soothing and nourishing effect on the most sensitized skin. In turn, Extracts of Reed and Fu Ling protect against external environmental irritants and noticeably soothes existing stress symptoms. These also improve the barrier function and reduce skin redness while Almond Oil intensively smoothes, strengthens, and nourishes the entire skin. Finally, Lysate from lactic acid bacteria strengthens the natural barrier function of the skin by supporting its microbiome for a calmer and fresher complexion.
All in all, this mask has a strong ability to soothe skin sensitivity, irritation, and redness while balancing it and strengthening its natural barrier in just a few minutes. On the other hand, signs of dehydrated skin are reduced and prevented while it remains more hydrated, much more radiant, and with a more awake and smooth appearance.","Main Ingredients

Hemp Seed Oil has a pleasantly soothing and nourishing effect on the skin;
Extracts of reed (Phragmites communis) and fu ling (Poria cocos) protect against external environmental irritants and noticeably soothes existing stress symptoms. These also improve the barrier function and reduce skin redness;
Almond Oil is a valuable oil obtained from the seeds of sweet almonds that is intensively smoothing, strengthening, and moisturizing;
Lysate from lactic acid bacteria (Lactococcus lactis) strengthens the natural barrier function of the skin by supporting its microbiome for a calmer and fresher complexion and better self-regeneration potential.","How to use
After cleansing, apply DR. GRANDEL Sensi [Code] Calming Mask 75ml (2.54fl oz) to face, neck and décolleté and leave to work for approx. 15 minutes. Remove the remainder with a warm, moist wash mitt and then apply suitable eye care and facial skincare products."
https://www.caretobeauty.com/us/nuxe-creme-fraiche-de-beaute-3-in-1-cream-100ml/,NUXE,100ml,"NUXE Crème Fraîche de Beauté 3-in-1 Cream 100ml&nbsp;is a multipurpose cream that does it all. Suitable for all skin types, it works as a moisturizer, makeup remover, and face mask. With that in mind, this formula combines&nbsp;Sweet Almond Plant Milk and Oil and &ldquo;Hyaluronic-like&rdquo; Red Seaweed Extract together with Shea Butter On one hand,&nbsp;the combination of Sweet Almond Plant Milk and Oil retains water deep inside the skin and consequently softens the skin and provides long-lasting moisture. On the other hand, the presence of a&nbsp;&ldquo;Hyaluronic-like&rdquo; Red Seaweed extract boosts and extends hydration for up to 48 hours.
This product also works as a makeup remover. To this end, the combination of Shea Butter and Sweet Almond Oil effectively dissolves makeup and impurities while moisturizing.&nbsp;At the same time, this product can also be applied as a weekly face mask for&nbsp;plumper and hydrated skin.&nbsp;Additionally, this cream is&nbsp;specifically formulated to respect the eye contour area and can be applied to the entire face.&nbsp;
Another key point of this range is its fragrance. In this case, the product has notes of Orange Blossom, Petitgrain, and Cedar.&nbsp;Furthermore, this formula contains 98% of natural origin ingredients while respecting the skin's microbiome. All in all, this unique formulation allows you to have three products in one tube! Above all, it hydrates the skin. Not only leaves it comfortable and soft but also feeling fresh and plumped.&nbsp;&nbsp;","Main Ingredients

Sweet Almond Plant Milk and Oil contain hydrophilic molecules as well as fatty acids and vitamins that help retain water, immediately softening the skin, and providing long-lasting moisture;
&ldquo;Hyaluronic-like&rdquo; Red Seaweed Extract&nbsp;boosts and extends hydration for up to 48 hours;
Shea Butter also acts as a moisturizer and emollient and helps in removing makeup.","How to use
As a moisturizer: Apply NUXE Crème Fraîche de Beauté 3-in-1 Cream 100ml&nbsp;in the morning and/or evening to the face, eye contour area, neck, and d&eacute;collet&eacute;.As a makeup remover: use the equivalent of two drops and massage into the skin over the face and eyes to dissolve makeup.&nbsp;Rinse with water or a damp reusable cleansing pad.As a mask: apply a thick layer to clean skin and leave for 5 minutes. Remove the excess product with a damp cleansing pad. For better results, do this&nbsp;once or twice a week."
https://www.caretobeauty.com/us/evolve-true-balance-sos-mask-60ml/,Evolve,60ml,"Evolve True Balance SOS Mask 60ml is a clarifying treatment that was specially developed to reduce clogged pores while refining the skin surface. Perfect for complexions that are prone to blemishes, this exfoliating mask resorts to the power of Quora Noni to disarm the proliferation of bacteria and prevent them from disrupting the skin’s surface. Even more, the composition also contains White Willow - a natural form of Salicylic Acid that stimulates the cellular renewal process to unclog pores and prevent further breakouts.  
In addition to all of this, the True Balance SOS Mask equally works as an anti-inflammatory treatment. In fact, this mask proves to be efficient in reducing not only pore size but also redness and oxidative stress.","Main Ingredients 
 
 Quora Noni stops the proliferation of bacteria preventing them from disrupting the skin’s surface balance. Furthermore, this ingredient is also an anti-inflammatory agent and effective in reducing pore size; 
 White Willow is a natural form of Salicylic Acid and, therefore, stimulates the cellular renewal process to unclog pores and prevent further breakouts. Moreover, it reduces inflammation, redness and oxidative stress, as well.","How to use 
Use Evolve True Balance SOS Mask 60ml once or twice a week. Apply the formula as a thick and even layer on the dry and clean skin of your face. Then, let it act for about five minutes. Lastly, finish by rinsing thoroughly and patting dry."
https://www.caretobeauty.com/us/holika-holika-soda-pore-cleansing-o2-bubble-mask-100ml/,Holika Holika,100ml,"Holika Holika Soda Pore Cleansing O2 Bubble Mask is a foam-textured option that reduces excess sebum while also eliminating blackheads from enlarged pores. In fact, this is designed for oily to combination skin types and aims to dry up inflammations as well as put an end to greasiness. Thus, each application polishes your appearance, casting away all sorts of daily impurities, visibly diminishing blackheads. Besides cleansing pores and stimulating cell turnover, this formula tends to tighten them at the same it. Thanks to Tea Tree Oil, the mask soothes irritation, reducing the risk of breakouts while Baking Soda plays a pivotal role in absorbing oil and dirt. In order to preserve optimal hydration levels, Mineral Water allows the bubble mask to cleanse the skin gently yet effectively, without causing dehydration.","Main Ingredients

Cocoa Extract contains powerful antioxidant properties that soothe redness and blemishes, improving the skin's complexion. Besides, its core omega-6 fatty acids tend to rejuvenate skin, reversing the harsher effects of time;
Tea Tree Oil is filled with powerful antioxidants as well as nutrients that enhance the condition of your facial skin. This element restores damaged tissues from the inside out and concentrates incredibly soothing properties;
Kiwi Fruit Extract works mainly as a solid source of antioxidants, featuring vitamin C and several polyphenols. Fundamentally, these defend the skin from the more noticeable effects of air pollutants;
Mineral Water tackles inflammatory conditions, hydrates the skin, and reverses UV damage with its antioxidant components. Plus, it effectively regulates the microbiome that lives in the skin;
Lastly, Baking Soda works as a mild abrasive, which makes it an excellent exfoliator for oilier complexions. Essentially, it helps to soothe inflammations, preventing further breakouts by washing your face.","How to use
Pump the dispenser two to three times until some of the Holika Holika Soda Pore Cleansing O2 Bubble Mask comes out. Then, massage the foam-textured mask all over your dry facial skin. Draw circular as well as upward motion on untreated skin for about two to three minutes. Finally, rinse abundantly with warm water. Don't forget to explore the rest of the Holika Holika Soda Pore Cleansing range to see if other options also appeal to you."
https://www.caretobeauty.com/us/dr-grandel-vitamin-infusion-mask-75ml/,GRANDEL,75ml,"DR GRANDEL Vitamin Infusion Mask 75ml (2.54fl oz) has a vitamin-loaded formula that provides both a smoothing and soothing action to your skin. On one side, this powerful mask has a protective effect helping to shield the skin from external aggressors. This shielding benefit is possible thanks to the presence of Vitamin C Microcaps, an oil-soluble form of Vitamin C that has an encapsulation high-tech system for optimum distribution over the skin. Moreover, this component is also responsible for improving radiance and collagen production. 
At the same time, a Defence Balancer Complex focuses on calming the skin and decreasing redness. Rich in fatty acids, this ingredient strengthens the skin's natural barrier, making it more resilient and less prone to irritation. 
Last but not least, a Complex of Pomegranate Flowers and Vitamin C stimulates collagen synthesis and protects existing collagen fibers. Hence, this ingredient targets wrinkles and improves skin texture.","Main Ingredients 
 
Vitamin C Microcaps is an oil-soluble form of Vitamin C that has an encapsulation high-tech system for an optimum distribution over the skin. This component has a protective and brightening action;
Defense Balancer Complex is rich in essential fatty acids providing simultaneously comfort and strength. In fact, as it improves the skin natural barrier, this ingredient also soothes the skin and reduces redness; 
Mango Extract has a protecting action against external stressors such as free radicals;  
Mix of Pomegranate Flowers and Vitamin C boosts collagen synthesis and protects already existing collagen fibers.","How to use 
Apply a generous amount of the DR GRANDEL Vitamin Infusion Mask 75ml (2.54fl oz) creating an even layer on the skin of your face, neck and décolleté. Then, massage the formula in with wet fingertips and rotating movements for about three minutes. Let it act for five more minutes before rinsing thoroughly."
https://www.caretobeauty.com/us/garnier-pure-active-charcoal-peel-off-mask-50ml/,Garnier,50ml,"Garnier Pure Active Charcoal Peel-Off Mask is a complete solution to remove blackheads without squeezing and pinching while also purifying pores. The mask is enriched with the powerful Charcoal and salicylic acid, that work together to attract not only bacteria and dirt but also impurities. At the same time, it eliminates excess sebum from the surface of the skin, tightens the pores while improves the overall appearance of the skin, promoting a flawless complexion. Suitable for all skin types, it is particularly convenient for oilier skin or for an oily T-zone. Apply it up to twice a week to find your pores visibly clearer and also unclogged. With each use, the mask removes dead skin and at leat 15 blackheads. With this charcoal mask, you can find the skin of the nose, chin and forehead free from blackheads, with purified and reduced pores.","Main Ingredients

Charcoal together with salicylic acid attracts bacteria and dirt while helps to remove blackheads and removes excess dead cells on the surface of the skin.","How to use
Firstly, thoroughly cleanse the skin. Secondly, apply the Garnier Pure Active Charcoal Peel-Off Mask over your concerning areas and allow it to dry. Lastly, peel it off gently and rinse off any residues that might be left on the skin."
https://www.caretobeauty.com/us/madara-detox-ultra-purifying-mud-mask-60ml/,Mádara,60ml,"Mádara Detox Ultra Purifying Mud Mask offers the ultimate purifying treatment to duller complexions that deal with excessive sebum production as well as lack of firmness. Thus, the selected ingredients not only cleanse/hydrate your face and neck but also strengthen skin cells. To the same extent, they also stimulate regeneration, creating a long-lasting cooling sensation. While the first effects after applying the mask refine pores and cast away everyday impurities, the last ones focus on nourishment as well as luminosity. Specifically, thanks to the Nordic forest lake mud, the new, improved skin cells point towards a jovial look. In the end, you'll have a healthy glow worthy of any season that, in turn, will manifest in fewer breakouts. 
Less prone to the damage of free radicals, each application enhances the skin's protective barrier. Plus, it lessens unwanted inflammations, calming your complexion and also increasing its ability to respond to external threats. In fact, the combination of Glycerin and Lactic Acid also reinforces the absorption of other cosmetics. To clarify, your skin's receptivity increases considerably. Even though Mádara believes in inclusivity, transparency, and sustainability, protecting cells as well as preserving the planet's well-being, this cleansing formula doesn't suit hypersensitive skin types. Furthermore, resort to this intensive detox mask two times a week, as a clarifying method for oily or combination skin. Basically, address blemishes, pimples, acne, or other related issues. In case you deal more commonly with fatigue, somewhat frequent inflammation, as well as general dullness, please use it once on a weekly basis.","Main Ingredients

Charcoal Powder is great to absorb impurities and excess sebum. Thus, it controls oiliness, detoxifies, and stabilizes, working especially well on more delicate skins;
Algea Extract covers your complexion with a protective as well as hydrating film. The sea minerals not only enrich your complexion but also better cell metabolism, giving elasticity and plenty of firmness;
Sapropel Mud contains more or less 16 different amino acids, carbohydrates, antioxidant vitamins, carotenoids, and other natural elements. Such richness slows down aging signs, soothes the skin, and propels fast cell regeneration. In addition, this ingredient stabilizes oiliness and helps you get rid of localized imperfections, to name just a few of its countless qualities;
Lactic acid and Glycerin join forces to moisturize deeply, being a natural source of endless benefits. From improving skin's resiliency to enabling the penetration of other ingredients and reducing irritation, these take center stage as indispensable elements in skincare.","How to use
After cleansing or face and neck, apply Mádara Detox Ultra Purifying Mud Mask by smoothing a generous amount of the formula evenly. Once you've fully covered your face, let the cream rest for about 10 minutes. In other words, make room for the full absorption of its fantastic qualities. If your skin is particularly oily or experiencing breakouts, please extend the time of use by 5 more minutes. Finally, rinse thoroughly with lukewarm water."
https://www.caretobeauty.com/us/filorga-age-purify-mask-double-correction-mask-75ml/,Filorga,75ml,"Filorga Age-Purify Mask Double Correction Mask is suitable for combination, oily, and acne-prone skin since it helps control sebum production, helps reduce pore size, and helps prevent imperfections. But its formula not only targets imperfections. It also helps reduce aging signs which makes it ideal for adult skin prone to acne. It contains Dermo-Rescue Complex, which promotes a light peeling effect while mattifying and purifying. And also contains Hyaluro-Youth Complex, which provides long-lasting hydration and plumps the skin while enhancing firmness and smoothness. With a beautiful green color and a pleasant creamy texture, this mask immediately refines and renews the skin, helping minimize fine lines and wrinkles, smooth the complexion and lend the skin a plumper, radiant and youthful appearance.","Main Ingredients

Bentonite and Kaolin help absorb excess sebum, mattify the skin and reduce pore size;
Dermo-Rescue Complex consists of a combination of exfoliating acids and zinc. The exfoliating acids provide a light peeling effect. They help remove the outermost layer of dead cells and stimulate cell renewal. They lend the skin a brighter, fresher, and also smoother appearance. The zinc, with antibacterial and sebum-regulating properties, helps mattify and also purify the skin;
Hyaluro-Youth Complex consists of a combination of hyaluronic acid with peptides. The hyaluronic acid provides long-lasting hydration and also plumps the skin. The peptides stimulate both collagen and elastin production enhancing skin's firmness and smoothness;
Mastic enhances the skin's elasticity and firmness helping restore radiance and reveal a plumper and youthful complexion.","How to use
Apply a thick layer of Filorga Age-Purify Mask Double Correction Mask to previously clean and dry skin. Let the product act for 10 minutes and then thoroughly rinse with lukewarm water. Avoid the eye contour area."
https://www.caretobeauty.com/us/dr-grandel-nutri-sensation-repair-mask-50ml/,DR. GRANDEL,50ml,"DR. GRANDEL Nutri Sensation Repair Mask is a repairing mask that replenishes and balances the skin. The texture is comfortable and soft, suitable for normal to oily skin types, including sensitive and reactive skin.
Indulge your senses with this unique mask and provide your skin with restoring ingredients. Allantoin contributes to accelerating cell regeneration, minimizes irritation all the while smoothing rough and chapped skin. At the same time, Safflower oil - a dry, non-greasy oil - promotes soft and supple skin and also enriches the formula with mattifying properties. In addition, High Molecular Hyaluronic Acid provides the skin with moisture and plumps the skin while Raspberry Seed Oil contributes to regenerate the skin and to keep the skin hydrated. Use the mask once or twice a week in order to complement your skincare routine with a powerful repairing step. After each use, the skin is softer, redefined as well as hydrated and repaired.","Main Ingredients

High Molecular Hyaluronic Acid provides the skin with moisture and plumps the skin;
Allantoin contributes to accelerating cell regeneration, minimizes irritation all the while smoothing rough and chapped skin;
Safflower oil is a dry, non-greasy oil that promotes soft and supple skin and also enriches the formula with mattifying properties;
Raspberry Seed Oil - rich in Vitamin E and Omega-6 - contributes to regenerate the skin and to keep the skin hydrated.","How to use
Apply the DR. GRANDEL Nutri Sensation Repair Mask once or twice a week, onto the cleansed skin. Distribute a generous amount onto the skin and allow it 20 minutes before removing the excess product with a damp cloth."
https://www.caretobeauty.com/us/skin79-pore-designing-minimizing-mask-100ml/,Skin79,100ml,,Not found,Not found
https://www.caretobeauty.com/us/eveline-cosmetics-gold-lift-expert-rejuvenation-luxury-3-in-1-anti-wrinkle-mask-7ml/,Eveline,7ml,,Not found,Not found
https://www.caretobeauty.com/us/eveline-cosmetics-facemed-8-in-1-active-cleansing-gel-scrub-mask-150ml/,Eveline,150ml,,Not found,Not found
https://www.caretobeauty.com/us/dr-ceuracle-ganghwa-rice-granule-pack-115g/,Dr. Ceuracle,115g,"Dr. Ceuracle Ganghwa Rice Granule Pack 115g (4.05 oz) is a dual-action face mask and scrub that helps to increase your skin's radiance and softness. Infused with 30% rice extract sourced directly from Ganghwa Island, this product harnesses the anti-aging, hydrating, and brightening benefits of rice. Additionally, it boasts natural rice and adlay powders that gently exfoliate the skin. Consequently, it helps to remove dead skin cells and fight uneven texture and dullness. Moreover, this product contains ceramides, working to maintain a robust skin barrier and providing moisturizing benefits. So, with every application, your skin texture will be refined, and your complexion luminous and less tired. All in all, this product is a great choice for skin that looks and feels bright, youthful, and soft!","Main Ingredients

30% Rice Extract is rich in antioxidants, helping to protect the skin against free radical damage. Additionally, it boasts moisturizing, soothing, and anti-aging benefits;
Rice and Adlay Powders help to gently remove dead skin cells through mechanical exfoliation;
Ceramide NP is one of several types of ceramides found naturally in the skin. So, it helps to retain water on the skin and reinforce the skin barrier, softening dry and dehydrated skin.","How to use
FIrst, apply an appropriate amount of Dr. Ceuracle Ganghwa Rice Granule Pack 115g (4.05 oz) to clean, dry skin of the face, avoiding the mouth and eyes. Leave it on for about 15 minutes. Then, add water and gently massage the skin in circular motions. Finally, thoroughly rinse off. For a multi-masking technique, you can apply this product to the U-zone, for a brightening effect, and the Jeju Matcha Clay Pack to the to the T-zone, to absorb excess sebum."
https://www.caretobeauty.com/us/eve-lom-moisture-mask-100ml/,Eve Lom,100ml,"Eve Lom Moisture Mask 100ml (3.3 fl oz) is a replenishing face mask that provides immediate and long-lasting hydration, as well as a soft and smooth complexion. This mask can be applied overnight, resulting in moisturized and healthier-looking skin when you wake up. Indeed, when left on overnight, this mask can hydrate the skin for up to 72 hours following application. When applied, hydrating ingredients such as hyaluronic acid, red seaweed, black oats, and lecithin penetrate into the skin, reinforcing the moisture barrier and replenishing the skin's water content. Overall, after using this mask, the skin becomes smooth, plump, hydrated, and healthier. It is suitable for all skin types, although it is especially beneficial for dehydrated skin.","Main Ingredients

Marimoist® is a complex of biopolymers from red seaweed with hyaluronic acid. This ingredient is able to retain a large amount of water, hydrating and softening the skin. It also creates a pleasing sensorial effect on the skin;
Aquarich® combines black oat extract and plant-based lecithin. It replenishes water on the skin, reinforces the skin's natural moisturization factor, and restores the skin barrier, preventing transepidermal water loss;
Glycerin is a humectant, working by retaining water. Even more, it protects and restores the skin barrier, leaving the skin soft, hydrated, and healthy.","How to use
Apply a generous amount of Eve Lom Moisture Mask 100ml (3.3 fl oz) onto previously cleansed skin of the face and neck. Let the mask absorb into the skin for a minimum of 15 minutes, preferably leaving it overnight for better results. Finally, gently remove any excess product with an Eve Lom 100% cotton muslin cloth or another tissue. Do not rinse."
https://www.caretobeauty.com/us/arganicare-frulatte-vitamin-c-3-in-1-mask-scrub-facial-wash-150ml/,Arganicare,150ml,"Arganicare Frulatte Vitamin C 3-in-1 Mask Scrub Facial Wash 150ml (5.0 fl oz) is a multi-purpose product, meticulously crafted to tackle the skin's dullness concern. This product features vitamin C, renowned for its antioxidant properties, therefore combating free radicals and shielding the skin from oxidative stress. In addition, this ingredient also boosts collagen production to fight the appearance of aging signs. Even more, it has a powerful brightening action, thereby illuminating the complexion and revealing radiant skin.
But the remarkable feature of this product is its multi-tasking approach as it effortlessly transitions between a mask, scrub, and facial wash, maximizing its utility. That said, you can use this product as a facial wash, as a brightening mask, or as a scrub to delicately exfoliate the skin. The formula's kaolin content ensures impurities and excess sebum are removed from the skin to achieve a purified complexion. Either way, this product leaves the complexion with a newfound luminosity. So, if you're struggling with dullness, uneven skin tone, or aging signs, this product is a great ally to include in your routine however you'd like.","Main Ingredients

Vitamin C is a renowned antioxidant that fights free radicals to prevent oxidative stress. Furthermore, it boosts collagen production and has a brightening effect. As a result, this ingredient works to mainly illuminate the complexion;
Kaolin is a highly absorbent clay that draws impurities and absorbs excess sebum from the skin, leaving the skin purified.","How to use
Apply Arganicare Frulatte Vitamin C 3-in-1 Mask Scrub Facial Wash 150ml (5.0 fl oz) however desired. To use as a face wash, apply onto damp skin, lather, and rinse with water. As an exfoliant, massage the skin with gentle movements. To use as a mask, apply to the skin and wait three minutes. Then rinse thoroughly."
